Final,0,44,0,0
semi,0,44,0.0,1.0
quarter,0,44,0.0,1.0
Fourth,0,44,0.25,0.75
Third,0,44,0.3333333333333333,0.6666666666666666
Second,0,44,0.2222222222222222,0.7777777777777778
First,0,44,0.1724137931034483,0.8275862068965517
Final,44,88,0.0,1.0
semi,44,88,0.36363636363636365,0.6363636363636364
quarter,44,88,0.17391304347826086,0.8260869565217391
Fourth,44,88,0.07317073170731707,0.926829268292683
Third,44,88,0.18556701030927836,0.8144329896907216
Second,44,88,0.1497005988023952,0.8502994011976048
First,44,88,0.17065868263473055,0.8293413173652695
Final,88,132,0.42857142857142855,0.5714285714285714
semi,88,132,0.5714285714285714,0.42857142857142855
quarter,88,132,0.7272727272727273,0.2727272727272727
Fourth,88,132,0.627906976744186,0.37209302325581395
Third,88,132,0.6484848484848484,0.3515151515151515
Second,88,132,0.6196319018404908,0.3803680981595092
First,88,132,0.6201201201201201,0.37987987987987987
Final,132,176,0.8,0.2
semi,132,176,0.5,0.5
quarter,132,176,0.5333333333333333,0.4666666666666667
Fourth,132,176,0.6666666666666666,0.3333333333333333
Third,132,176,0.6296296296296297,0.37037037037037035
Second,132,176,0.6171428571428571,0.38285714285714284
First,132,176,0.6170886075949367,0.3829113924050633
Final,176,220,0.5,0.5
semi,176,220,0.6666666666666666,0.3333333333333333
quarter,176,220,0,0
Fourth,176,220,0.6666666666666666,0.3333333333333333
Third,176,220,0.55,0.45
Second,176,220,0.56,0.44
First,176,220,0.5555555555555556,0.4444444444444444
