,round,year,player,firstServe,ace,double,firstPointWon,secPointWon,avgSecServe,break,return,total,error,temp_winner
225,Third,2011,Mikhail Youzhny,0.61,3,2,0.63,0.57,146.0,0.8,0.31,107,26.0,0
226,Third,2011,Richard Berankis,0.57,1,5,0.5,0.33,149.0,1.0,0.24,53,46.0,0
227,Third,2011,Jan Hernych,0.65,0,1,0.53,0.44,147.0,0.33,0.27,67,32.0,0
228,Third,2011,Jo0Wilfried Tsonga,0.6,6,8,0.71,0.33,146.0,0.5,0.34,102,58.0,0
229,Third,2011,Marcos Baghdatis,0.62,4,0,0.63,0.51,145.0,0.25,0.32,94,41.0,0
230,Third,2011,Guillermo Garcia0Lopez,0.65,3,4,0.58,0.21,146.0,0.5,0.29,48,31.0,0
231,Third,2011,Richard Gasquet,0.56,9,5,0.68,0.41,152.0,0.25,0.26,78,38.0,0
232,Third,2011,Kei Nishikori,0.67,1,3,0.64,0.33,143.0,0.25,0.3,70,27.0,0
233,Third,2011,Ivan Ljubicic,0.55,10,2,0.83,0.54,140.0,0.0,0.2,79,34.0,0
234,Third,2011,Viktor Troicki,0.61,2,1,0.65,0.13,144.0,1.0,0.36,25,17.0,0
235,Third,2011,Robin Haase,0.61,10,5,0.7,0.42,152.0,0.5,0.28,99,32.0,0
236,Third,2011,Gael Monfils,0.57,3,7,0.61,0.43,151.0,0.33,0.32,95,34.0,0
237,Third,2011,Sergiy Stakhovsky,0.67,2,4,0.61,0.4,149.0,0.21,0.37,119,48.0,0
238,Third,2011,Xavier Malisse,0.6,4,2,0.53,0.35,135.0,0.67,0.37,70,30.0,0
239,Second,2011,Ryan Sweeting,0.73,2,5,0.46,0.38,139.0,0.5,0.26,52,28.0,0
240,Second,2011,Feliciano Lopez,0.59,20,1,0.72,0.59,158.0,0.25,0.27,90,40.0,0
241,Second,2011,Radek Stepanek,0.59,3,3,0.73,0.53,155.0,0.13,0.24,82,28.0,0
242,Second,2011,Santiago Giraldo,0.68,2,2,0.65,0.52,137.0,0.08,0.27,73,36.0,0
243,Second,2011,Blaz Kavcic,0.62,6,8,0.65,0.46,143.0,0.23,0.33,133,40.0,0
244,Second,2011,Michael Llodra,0.62,10,2,0.76,0.51,157.0,0.5,0.19,90,20.0,0
245,Second,2011,David Nalbandian,0.61,0,3,0.43,0.28,146.0,0.0,0.2,26,21.0,0
246,Second,2011,Michael Russell,0.57,4,4,0.66,0.29,149.0,0.0,0.21,55,35.0,0
247,Second,2011,Gilles Muller,0.6,8,1,0.78,0.4,162.0,0.0,0.17,61,33.0,0
248,Second,2011,Thomaz Bellucci,0.63,25,5,0.68,0.4,0.0,0.24,0.38,192,33.38345266507557,0
249,Second,2011,Benjamin Becker,0.55,9,3,0.7,0.48,0.0,1.0,0.2,88,33.38345266507557,0
250,Second,2011,Andreas Seppi,0.57,8,3,0.76,0.49,138.0,0.25,0.32,102,29.0,0
251,Second,2011,Pere Riba,0.54,5,6,0.6,0.42,146.0,1.0,0.31,66,33.0,0
252,Second,2011,Juan Martin Del Potro,0.68,10,3,0.61,0.51,160.0,0.4,0.31,96,41.0,0
253,Second,2011,Eduardo Schwank,0.65,2,8,0.67,0.41,148.0,0.5,0.24,86,63.0,0
254,Second,2011,Illya Marchenko,0.55,5,4,0.54,0.41,149.0,0.25,0.34,62,34.0,0
255,Second,2011,Philipp Kohlschreiber,0.62,13,5,0.73,0.37,154.0,0.33,0.29,108,48.0,0
256,Second,2011,Adrian Mannarino,0.58,5,3,0.63,0.47,132.0,0.5,0.28,88,46.0,0
257,Second,2011,Florian Mayer,0.64,6,5,0.68,0.38,138.0,0.4,0.37,113,44.0,0
258,Second,2011,Janko Tipsarevic,0.55,17,6,0.67,0.47,144.0,0.25,0.35,144,48.0,0
259,Second,2011,Igor Andreev,0.65,20,5,0.74,0.49,141.0,0.5,0.33,169,63.0,0
260,Second,2011,Benoit Paire,0.54,13,6,0.72,0.45,140.0,1.0,0.35,132,66.0,0
261,Second,2011,Nicolas Mahut,0.67,7,4,0.63,0.37,0.0,0.33,0.4,112,33.38345266507557,0
262,Second,2011,Ivan Dodig,0.58,8,6,0.68,0.47,142.0,0.2,0.28,121,39.0,0
263,Second,2011,Igor Kunitsyn,0.66,4,0,0.67,0.61,134.0,0.0,0.17,74,33.0,0
264,Second,2011,Juan Monaco,0.69,2,2,0.58,0.47,148.0,0.29,0.4,127,38.0,0
265,Second,2011,Grigor Dimitrov,0.55,2,6,0.71,0.43,166.0,0.29,0.29,71,27.0,0
266,Second,2011,Frederico Gil,0.71,0,0,0.54,0.57,135.0,0.57,0.35,108,40.0,0
267,Second,2011,Mardy Fish,0.59,13,5,0.7,0.4,149.0,0.38,0.34,103,51.0,0
268,Second,2011,Lukasz Kubot,0.65,5,8,0.57,0.31,151.0,0.63,0.39,79,36.0,0
269,Second,2011,Albert Montanes,0.54,5,3,0.49,0.33,0.0,0.5,0.31,55,33.38345266507557,0
270,Second,2011,Gilles Simon,0.57,9,5,0.56,0.55,138.0,0.56,0.35,130,40.0,0
271,First,2011,Marcos Daniel,0.65,0,0,0.12,0.0,139.0,0.0,0.26,12,18.0,0
272,First,2011,Daniel Gimeno0Traver,0.61,10,2,0.66,0.4,0.0,0.08,0.35,85,33.38345266507557,0
273,First,2011,Jeremy Chardy,0.58,12,7,0.74,0.41,168.0,0.0,0.27,81,56.0,0
274,First,2011,Alejandro Falla,0.62,6,3,0.64,0.44,0.0,0.3,0.32,89,33.38345266507557,0
275,First,2011,Florent Serra,0.63,4,5,0.74,0.5,150.0,0.25,0.27,90,21.0,0
276,First,2011,Denis Gremelmayr,0.52,5,1,0.59,0.48,0.0,0.33,0.23,62,33.38345266507557,0
277,First,2011,Rui Machado,0.61,9,5,0.57,0.41,0.0,0.56,0.35,99,33.38345266507557,0
278,First,2011,Donald Young,0.64,1,3,0.58,0.41,132.0,0.0,0.25,56,25.0,0
279,First,2011,Marsel Ilhan,0.64,10,5,0.74,0.49,0.0,0.0,0.21,81,33.38345266507557,0
280,First,2011,Kevin Anderson,0.64,23,2,0.76,0.49,0.0,0.45,0.36,139,33.38345266507557,0
281,First,2011,Bjorn Phau,0.54,5,3,0.76,0.57,0.0,0.0,0.22,96,33.38345266507557,0
282,First,2011,Juan Ignacio Chela,0.6,3,5,0.64,0.42,141.0,0.3,0.33,100,20.0,0
283,First,2011,Lleyton Hewitt,0.59,10,5,0.71,0.47,140.0,0.23,0.39,193,62.0,0
284,First,2011,Marinko Matosevic,0.54,5,4,0.59,0.48,142.0,0.75,0.33,80,44.0,0
285,First,2011,Matthew Ebden,0.62,12,2,0.66,0.4,145.0,0.55,0.39,134,76.0,0
286,First,2011,Jarkko Nieminen,0.58,5,0,0.67,0.48,138.0,1.0,0.27,86,45.0,0
287,First,2011,Potito Starace,0.6,4,2,0.71,0.31,147.0,0.0,0.22,59,27.0,0
288,First,2011,Simon Stadler,0.68,3,1,0.65,0.59,0.0,0.25,0.3,90,33.38345266507557,0
289,First,2011,Denis Istomin,0.69,2,3,0.62,0.51,0.0,0.15,0.34,109,33.38345266507557,0
290,First,2011,Ricardo Mello,0.59,4,4,0.6,0.56,0.0,0.27,0.38,166,33.38345266507557,0
291,First,2011,Ernests Gulbis,0.71,12,6,0.75,0.33,0.0,0.2,0.27,84,33.38345266507557,0
292,First,2011,Mikhail Kukushkin,0.59,1,5,0.6,0.34,0.0,1.0,0.27,60,33.38345266507557,0
293,First,2011,Arnaud Clement,0.57,5,8,0.65,0.52,0.0,0.63,0.36,153,33.38345266507557,0
294,First,2011,Philipp Petzschner,0.55,14,7,0.73,0.41,150.0,0.28,0.39,142,48.0,0
295,First,2011,Vincent Millot,0.64,5,3,0.48,0.56,0.0,0.33,0.3,73,33.38345266507557,0
296,First,2011,Carsten Ball,0.68,24,11,0.77,0.45,157.0,0.71,0.36,138,59.0,0
297,First,2011,Dudi Sela,0.53,4,1,0.73,0.56,139.0,0.4,0.33,100,27.0,0
298,First,2011,Grega Zemlja,0.54,8,5,0.64,0.51,140.0,0.31,0.34,142,68.0,0
299,First,2011,Michael Berrer,0.69,16,4,0.62,0.42,0.0,0.29,0.36,113,33.38345266507557,0
300,First,2011,Leonardo Mayer,0.65,2,5,0.56,0.4,0.0,0.0,0.2,55,33.38345266507557,0
301,First,2011,Ruben Ramirez0Hidalgo,0.42,1,5,0.6,0.35,119.90135396518376,0.21,0.36,73,33.38345266507557,0
302,First,2011,Karol Beck,0.59,5,6,0.65,0.35,150.0,0.0,0.28,63,43.0,0
303,First,2011,Marco Crugnola,0.62,0,9,0.58,0.32,154.0,1.0,0.29,58,31.0,0
304,First,2011,Tobias Kamke,0.58,6,7,0.71,0.54,0.0,0.4,0.4,176,33.38345266507557,0
305,First,2011,Ryan Harrison,0.65,9,2,0.6,0.55,0.0,0.25,0.28,77,33.38345266507557,0
306,First,2011,Frank Dancevic,0.65,2,0,0.58,0.47,145.0,0.75,0.3,77,29.0,0
307,First,2011,Nikolay Davydenko,0.64,4,6,0.73,0.43,0.0,0.23,0.33,138,33.38345266507557,0
308,First,2011,Fabio Fognini,0.62,3,5,0.63,0.43,135.0,0.21,0.36,122,64.0,0
309,First,2011,Mischa Zverev,0.65,7,6,0.64,0.34,0.0,0.0,0.3,82,33.38345266507557,0
310,First,2011,Rainer Schuettler,0.55,5,5,0.65,0.35,142.0,0.0,0.25,63,35.0,0
311,First,2011,Stephane Robert,0.61,7,5,0.73,0.48,0.0,0.25,0.3,126,33.38345266507557,0
312,First,2011,Filippo Volandri,0.56,0,8,0.58,0.35,0.0,0.43,0.41,98,33.38345266507557,0
313,First,2011,Flavio Cipolla,0.66,2,4,0.6,0.41,0.0,0.0,0.29,75,33.38345266507557,0
314,First,2011,Peter Luczak,0.6,8,2,0.71,0.43,151.0,0.0,0.23,91,31.0,0
315,First,2011,Dmitry Tursunov,0.59,8,4,0.57,0.43,0.0,0.33,0.33,88,33.38345266507557,0
316,First,2011,Brian Dabul,0.59,1,0,0.58,0.71,0.0,0.25,0.29,76,33.38345266507557,0
317,First,2011,Ivo Karlovic,0.7,48,6,0.8,0.54,0.0,0.33,0.2,138,33.38345266507557,0
318,First,2011,Marcel Granollers,0.48,3,3,0.68,0.24,143.0,0.5,0.27,47,26.0,0
319,First,2011,Jan Hajek,0.58,2,3,0.58,0.35,138.0,0.0,0.28,57,37.0,0
320,First,2011,Michal Przysiezny,0.58,16,7,0.66,0.42,0.0,0.63,0.38,140,33.38345266507557,0
321,First,2011,Carlos Berlocq,0.49,4,3,0.71,0.46,0.0,0.33,0.31,92,33.38345266507557,0
322,First,2011,Simon Greul,0.59,3,7,0.57,0.42,146.0,0.5,0.38,105,70.0,0
323,First,2011,Teimuraz Gabashvili,0.52,6,4,0.68,0.55,119.90135396518376,0.5,0.31,102,52.0,0
324,First,2011,Andrey Golubev,0.6,2,2,0.58,0.43,0.0,0.0,0.22,61,33.38345266507557,0
325,First,2011,Pablo Cuevas,0.56,20,7,0.66,0.48,0.0,0.33,0.38,184,33.38345266507557,0
326,First,2011,Thiemo de Bakker,0.62,14,5,0.63,0.4,148.0,0.56,0.33,148,71.0,0
327,First,2011,Victor Hanescu,0.75,10,1,0.67,0.54,153.0,0.42,0.34,141,42.0,0
328,First,2011,Somdev Devvarman,0.66,6,2,0.69,0.42,0.0,0.25,0.32,97,33.38345266507557,0
329,First,2011,Daniel Brands,0.65,5,3,0.71,0.19,0.0,1.0,0.31,63,33.38345266507557,0
330,First,2011,Sam Querrey,0.67,19,4,0.63,0.51,144.0,0.33,0.34,158,25.0,0
331,First,2011,Dustin Brown,0.69,29,7,0.76,0.31,0.0,0.25,0.31,149,33.38345266507557,0
332,First,2011,Pablo Andujar,0.66,1,0,0.53,0.54,0.0,0.67,0.32,69,33.38345266507557,0
333,First,2011,Yen0Hsun Lu,0.6,3,4,0.66,0.46,154.0,0.17,0.31,113,63.0,0
334,First,2011,Lukas Lacko,0.67,3,1,0.59,0.22,149.0,1.0,0.2,51,27.0,0
335,Final,2012,Rafael Nadal,0.67,10,4,0.66,0.45,136.0,0.67,0.34,176,71.0,0
336,semi,2012,Andy Murray,0.63,9,10,0.64,0.3,139.0,0.29,0.42,161,86.0,0
337,semi,2012,Roger Federer,0.64,11,5,0.66,0.55,154.0,0.3,0.33,130,63.0,0
338,quarter,2012,David Ferrer,0.65,2,1,0.61,0.5,145.0,0.5,0.31,84,36.0,0
339,quarter,2012,Kei Nishikori,0.6,1,2,0.54,0.37,136.0,0.2,0.33,71,39.0,0
340,quarter,2012,Juan Martin Del Potro,0.67,5,3,0.57,0.55,151.0,0.17,0.25,68,27.0,0
341,quarter,2012,Tomas Berdych,0.62,17,5,0.74,0.45,153.0,0.15,0.32,147,56.0,0
342,Fourth,2012,Lleyton Hewitt,0.53,3,6,0.68,0.36,139.0,0.67,0.33,100,37.0,0
343,Fourth,2012,Richard Gasquet,0.71,1,3,0.52,0.5,144.0,0.67,0.32,65,27.0,0
344,Fourth,2012,Mikhail Kukushkin,0.7,0,0,0.18,0.5,136.0,0.67,0.35,25,27.0,0
345,Fourth,2012,Jo0Wilfried Tsonga,0.59,13,3,0.68,0.42,139.0,0.33,0.36,128,70.0,0
346,Fourth,2012,Philipp Kohlschreiber,0.55,3,3,0.67,0.23,130.0,0.33,0.29,61,29.0,0
347,Fourth,2012,Bernard Tomic,0.75,0,2,0.56,0.38,137.0,0.2,0.28,70,32.0,0
348,Fourth,2012,Nicolas Almagro,0.58,16,3,0.76,0.58,138.0,0.22,0.26,145,41.0,0
349,Fourth,2012,Feliciano Lopez,0.57,10,6,0.66,0.38,161.0,0.25,0.23,75,52.0,0
350,Third,2012,Nicolas Mahut,0.65,0,5,0.49,0.22,159.0,0.0,0.21,37,26.0,0
351,Third,2012,Milos Raonic,0.53,23,6,0.77,0.52,167.0,0.25,0.35,122,54.0,0
352,Third,2012,Janko Tipsarevic,0.49,5,1,0.51,0.47,138.0,1.0,0.28,56,33.0,0
353,Third,2012,Juan Ignacio Chela,0.64,1,1,0.53,0.26,134.0,0.5,0.39,70,31.0,0
354,Third,2012,Michael Llodra,0.58,2,3,0.71,0.18,157.0,0.0,0.3,61,23.0,0
355,Third,2012,Gael Monfils,0.65,9,11,0.64,0.38,142.0,0.53,0.42,149,55.0,0
356,Third,2012,Julien Benneteau,0.67,7,3,0.6,0.42,133.0,0.86,0.37,129,51.0,0
357,Third,2012,Frederico Gil,0.71,0,1,0.48,0.6,137.0,0.0,0.26,53,20.0,0
358,Third,2012,Alejandro Falla,0.66,1,1,0.65,0.39,128.0,0.33,0.28,81,37.0,0
359,Third,2012,Yen0Hsun Lu,0.58,6,3,0.56,0.36,161.0,0.0,0.27,48,40.0,0
360,Third,2012,Alexandr Dolgopolov,0.45,22,3,0.78,0.53,135.0,0.33,0.39,174,78.0,0
361,Third,2012,Ivo Karlovic,0.71,15,3,0.76,0.34,169.0,0.0,0.22,98,35.0,0
362,Third,2012,Kevin Anderson,0.69,16,5,0.71,0.41,167.0,0.0,0.27,102,40.0,0
363,Third,2012,Stanislas Wawrinka,0.53,4,2,0.57,0.47,133.0,1.0,0.32,90,49.0,0
364,Third,2012,John Isner,0.73,30,3,0.72,0.44,175.0,0.25,0.29,140,51.0,0
365,Third,2012,Lukas Lacko,0.67,8,3,0.6,0.42,151.0,0.2,0.22,57,30.0,0
366,Second,2012,Santiago Giraldo,0.52,3,3,0.63,0.31,148.0,0.5,0.26,52,39.0,0
367,Second,2012,Tatsuma Ito,0.62,3,5,0.62,0.44,139.0,0.55,0.45,123,54.0,0
368,Second,2012,Philipp Petzschner,0.54,10,4,0.79,0.4,138.0,0.18,0.32,122,44.0,0
369,Second,2012,Andy Roddick,0.62,9,2,0.68,0.54,166.0,0.4,0.31,81,22.0,0
370,Second,2012,James Duckworth,0.66,10,6,0.66,0.44,129.0,0.6,0.29,115,53.0,0
371,Second,2012,Andrey Golubev,0.66,4,5,0.46,0.46,153.0,1.0,0.33,58,27.0,0
372,Second,2012,Pablo Andujar,0.57,0,6,0.51,0.39,145.0,0.42,0.43,82,62.0,0
373,Second,2012,Ryan Sweeting,0.63,5,9,0.64,0.45,154.0,0.3,0.37,137,73.0,0
374,Second,2012,Edouard Roger0Vasselin,0.56,2,2,0.66,0.43,149.0,0.0,0.23,71,33.0,0
375,Second,2012,Alex Jr. Bogomolov,0.77,1,6,0.58,0.34,119.90135396518376,0.57,0.41,135,6.0,0
376,Second,2012,Viktor Troicki,0.53,7,2,0.63,0.53,132.0,0.45,0.35,138,64.0,0
377,Second,2012,Thomaz Bellucci,0.56,1,2,0.62,0.42,144.0,0.25,0.39,103,53.0,0
378,Second,2012,Gilles Simon,0.64,3,3,0.64,0.48,132.0,0.47,0.42,165,40.0,0
379,Second,2012,Matthew Ebden,0.66,6,2,0.67,0.4,142.0,0.5,0.42,126,54.0,0
380,Second,2012,Marcel Granollers,0.59,7,5,0.7,0.4,0.0,0.5,0.34,108,5.0,0
381,Second,2012,Ricardo Mello,0.51,2,7,0.67,0.51,135.0,0.33,0.32,86,19.0,0
382,Second,2012,Mardy Fish,0.62,5,0,0.62,0.49,144.0,0.36,0.38,102,58.0,0
383,Second,2012,Pere Riba,0.42,0,2,0.47,0.24,137.0,0.0,0.19,17,18.0,0
384,Second,2012,Florent Serra,0.61,5,3,0.6,0.44,0.0,0.0,0.16,68,3.0,0
385,Second,2012,Blaz Kavcic,0.57,3,9,0.67,0.32,149.0,1.0,0.34,86,38.0,0
386,Second,2012,Tobias Kamke,0.59,2,9,0.57,0.55,151.0,0.38,0.37,143,63.0,0
387,Second,2012,Sam Querrey,0.62,22,7,0.85,0.4,151.0,0.67,0.27,112,50.0,0
388,Second,2012,Carlos Berlocq,0.75,1,2,0.72,0.46,0.0,0.25,0.31,131,2.0,0
389,Second,2012,Olivier Rochus,0.6,1,0,0.6,0.53,134.0,0.0,0.23,64,19.0,0
390,Second,2012,Sergiy Stakhovsky,0.52,10,4,0.74,0.56,0.0,0.67,0.31,107,4.0,0
391,Second,2012,Marcos Baghdatis,0.52,1,8,0.58,0.45,149.0,0.42,0.39,124,59.0,0
392,Second,2012,Grigor Dimitrov,0.58,13,5,0.71,0.39,157.0,0.43,0.33,138,51.0,0
393,Second,2012,David Nalbandian,0.64,7,5,0.73,0.58,147.0,0.33,0.36,187,33.0,0
394,Second,2012,Flavio Cipolla,0.84,0,2,0.54,0.56,124.0,0.43,0.37,92,36.0,0
395,Second,2012,Donald Young,0.57,2,2,0.68,0.48,131.0,0.2,0.31,94,37.0,0
396,Second,2012,Tommy Haas,0.63,8,4,0.61,0.46,156.0,0.5,0.33,78,38.0,0
397,First,2012,Paolo Lorenzi,0.52,0,5,0.56,0.07,145.0,0.2,0.34,41,30.0,0
398,First,2012,Matteo Viola,0.59,2,4,0.55,0.36,0.0,0.33,0.26,54,4.0,0
399,First,2012,Potito Starace,0.71,9,3,0.68,0.6,143.0,0.29,0.3,102,32.0,0
400,First,2012,Radek Stepanek,0.68,3,3,0.59,0.42,146.0,0.33,0.38,97,22.0,0
401,First,2012,Filippo Volandri,0.44,0,5,0.57,0.45,0.0,0.0,0.26,60,5.0,0
402,First,2012,Lukas Rosol,0.56,7,5,0.45,0.3,0.0,1.0,0.29,48,5.0,0
403,First,2012,Cedrik0Marcel Stebe,0.59,13,6,0.66,0.5,143.0,0.4,0.36,137,64.0,0
404,First,2012,Robin Haase,0.51,7,6,0.67,0.38,150.0,0.2,0.29,63,32.0,0
405,First,2012,Dmitry Tursunov,0.6,9,5,0.75,0.5,0.0,0.5,0.26,128,5.0,0
406,First,2012,Jurgen Zopp,0.6,6,4,0.67,0.48,143.0,0.25,0.29,72,33.0,0
407,First,2012,Mikhail Youzhny,0.62,7,6,0.62,0.43,0.0,0.32,0.43,189,6.0,0
408,First,2012,Andreas Seppi,0.51,8,6,0.6,0.45,132.0,0.5,0.34,93,44.0,0
409,First,2012,Michael Russell,0.61,3,7,0.56,0.47,140.0,0.45,0.38,106,72.0,0
410,First,2012,Igor Kunitsyn,0.6,1,3,0.55,0.31,0.0,0.57,0.4,75,3.0,0
411,First,2012,Matthias Bachinger,0.6,4,4,0.7,0.47,0.0,0.0,0.23,75,4.0,0
412,First,2012,Rui Machado,0.67,0,4,0.5,0.41,125.0,0.5,0.29,58,52.0,0
413,First,2012,Ryan Harrison,0.62,9,8,0.66,0.48,163.0,0.29,0.34,113,61.0,0
414,First,2012,Xavier Malisse,0.54,3,2,0.74,0.46,0.0,0.5,0.28,47,2.0,0
415,First,2012,Ernests Gulbis,0.58,6,8,0.66,0.4,0.0,0.18,0.33,86,8.0,0
416,First,2012,Daniel Gimeno0Traver,0.68,4,4,0.53,0.42,119.90135396518376,0.5,0.31,81,4.0,0
417,First,2012,Juan Carlos Ferrero,0.63,3,3,0.66,0.59,0.0,0.33,0.32,154,3.0,0
418,First,2012,Guillermo Garcia0Lopez,0.64,1,3,0.55,0.5,0.0,0.5,0.28,62,3.0,0
419,First,2012,Dudi Sela,0.55,7,5,0.65,0.5,0.0,0.33,0.31,100,5.0,0
420,First,2012,Marinko Matosevic,0.55,3,7,0.66,0.37,137.0,0.2,0.38,102,53.0,0
421,First,2012,Danai Udomchoke,0.61,4,4,0.58,0.49,139.0,0.45,0.35,121,54.0,0
422,First,2012,Karol Beck,0.56,7,2,0.62,0.51,0.0,0.33,0.29,75,2.0,0
423,First,2012,Joao Souza,0.65,8,2,0.63,0.41,151.0,0.5,0.27,85,52.0,0
424,First,2012,Stephane Robert,0.49,2,7,0.62,0.34,136.0,0.33,0.31,71,35.0,0
425,First,2012,Jesse Levine,0.69,7,3,0.67,0.45,0.0,0.43,0.3,148,3.0,0
426,First,2012,Ivan Dodig,0.51,6,4,0.63,0.26,0.0,0.21,0.36,64,4.0,0
427,First,2012,Roberto Bautista0Agut,0.56,6,9,0.63,0.37,119.90135396518376,0.44,0.37,100,9.0,0
428,First,2012,Denis Istomin,0.69,9,3,0.64,0.54,139.0,0.33,0.37,112,49.0,0
429,First,2012,Gilles Muller,0.66,9,2,0.69,0.45,156.0,0.0,0.19,73,39.0,0
430,First,2012,Fabio Fognini,0.55,2,8,0.65,0.38,0.0,0.29,0.37,107,8.0,0
431,First,2012,Albert Montanes,0.66,2,7,0.66,0.49,0.0,0.43,0.39,145,7.0,0
432,First,2012,Juan Monaco,0.71,2,1,0.62,0.5,147.0,0.38,0.31,134,67.0,0
433,First,2012,Rik de Voest,0.67,10,0,0.67,0.52,0.0,0.33,0.35,130,0.0,0
434,First,2012,Steve Darcis,0.75,4,1,0.65,0.48,0.0,0.38,0.45,110,1.0,0
435,First,2012,James Ward,0.47,7,3,0.67,0.45,0.0,0.43,0.36,78,3.0,0
436,First,2012,Adrian Mannarino,0.68,7,3,0.7,0.34,143.0,0.31,0.4,114,49.0,0
437,First,2012,Greg Jones,0.54,8,8,0.69,0.38,140.0,0.8,0.3,94,42.0,0
438,First,2012,Victor Hanescu,0.75,1,1,0.45,0.38,0.0,1.0,0.32,62,1.0,0
439,First,2012,Kenny de Schepper,0.52,5,7,0.7,0.35,0.0,0.0,0.27,60,7.0,0
440,First,2012,Fernando Verdasco,0.6,15,11,0.66,0.49,160.0,0.31,0.36,168,83.0,0
441,First,2012,Jurgen Melzer,0.65,2,8,0.71,0.44,0.0,0.29,0.32,96,8.0,0
442,First,2012,Jesse Huta Galung,0.52,8,12,0.78,0.4,0.0,0.38,0.39,122,12.0,0
443,First,2012,Eric Prodon,0.69,14,3,0.55,0.68,0.0,0.3,0.36,120,3.0,0
444,First,2012,Alexander Kudryavtsev,0.42,4,4,0.65,0.4,119.90135396518376,0.25,0.29,70,42.0,0
445,First,2012,Albert Ramos,0.52,4,4,0.69,0.52,141.0,0.5,0.29,102,51.0,0
446,First,2012,Bjorn Phau,0.49,2,4,0.45,0.41,0.0,0.25,0.25,44,4.0,0
447,First,2012,Illya Marchenko,0.55,2,18,0.68,0.43,0.0,0.31,0.39,177,18.0,0
448,First,2012,Frederik Nielsen,0.6,0,3,0.58,0.34,0.0,0.17,0.33,67,3.0,0
449,First,2012,Benoit Paire,0.54,3,6,0.62,0.29,140.0,0.09,0.34,72,42.0,0
450,First,2012,Benjamin Becker,0.56,5,1,0.73,0.37,143.0,0.17,0.26,66,38.0,0
451,First,2012,Jeremy Chardy,0.54,19,8,0.83,0.48,155.0,0.14,0.35,148,49.0,0
452,First,2012,Lukasz Kubot,0.54,7,16,0.72,0.47,163.0,0.25,0.35,127,60.0,0
453,First,2012,Benjamin Mitchell,0.48,7,8,0.77,0.51,153.0,0.17,0.26,88,32.0,0
454,First,2012,Jarkko Nieminen,0.62,3,1,0.44,0.55,125.0,0.5,0.41,46,21.0,0
455,First,2012,Nikolay Davydenko,0.65,3,8,0.53,0.44,0.0,0.82,0.45,129,8.0,0
456,First,2012,Leonardo Mayer,0.54,13,9,0.72,0.52,0.0,0.08,0.32,115,9.0,0
457,First,2012,Ivan Ljubicic,0.59,13,3,0.76,0.52,0.0,0.38,0.25,121,3.0,0
458,First,2012,Peter Gojowczyk,0.59,4,4,0.57,0.43,0.0,0.44,0.38,108,4.0,0
459,First,2012,Denis Kudla,0.57,14,8,0.72,0.48,119.90135396518376,0.67,0.24,110,8.0,0
460,First,2012,Alex Kuznetsov,0.65,5,2,0.49,0.46,149.0,0.0,0.21,49,26.0,0
461,Final,2013,Andy Murray,0.6,7,5,0.81,0.46,133.0,0.0,0.28,126,46.0,0
462,semi,2013,Roger Federer,0.61,5,2,0.73,0.42,155.0,0.33,0.29,151,60.0,0
463,semi,2013,David Ferrer,0.6,1,3,0.56,0.3,148.0,0.0,0.14,41,32.0,0
464,quarter,2013,Jeremy Chardy,0.68,6,3,0.6,0.2,164.0,0.4,0.36,63,30.0,0
465,quarter,2013,Jo0Wilfried Tsonga,0.67,20,1,0.75,0.47,147.0,0.56,0.31,164,61.0,0
466,quarter,2013,Tomas Berdych,0.6,8,5,0.66,0.42,158.0,0.25,0.27,86,43.0,0
467,quarter,2013,Nicolas Almagro,0.47,15,4,0.73,0.47,149.0,0.58,0.35,150,75.0,0
468,Fourth,2013,Milos Raonic,0.67,19,5,0.7,0.5,165.0,0.0,0.15,73,41.0,0
469,Fourth,2013,Andreas Seppi,0.63,9,3,0.69,0.36,146.0,0.18,0.34,110,44.0,0
470,Fourth,2013,Richard Gasquet,0.58,7,4,0.78,0.49,147.0,0.14,0.3,99,31.0,0
471,Fourth,2013,Gilles Simon,0.67,1,2,0.57,0.3,138.0,1.0,0.3,62,41.0,0
472,Fourth,2013,Kei Nishikori,0.61,1,3,0.53,0.32,139.0,0.15,0.38,79,65.0,0
473,Fourth,2013,Kevin Anderson,0.68,11,1,0.64,0.43,158.0,0.29,0.33,101,42.0,0
474,Fourth,2013,Janko Tipsarevic,0.52,2,0,0.58,0.32,145.0,0.0,0.26,32,22.0,0
475,Fourth,2013,Stanislas Wawrinka,0.62,16,2,0.68,0.52,158.0,0.39,0.34,200,93.0,0
476,Third,2013,Gael Monfils,0.66,9,11,0.67,0.43,152.0,0.36,0.45,179,94.0,0
477,Third,2013,Bernard Tomic,0.69,8,2,0.67,0.42,151.0,0.0,0.25,96,41.0,0
478,Third,2013,Philipp Kohlschreiber,0.52,5,3,0.71,0.64,148.0,0.0,0.2,81,27.0,0
479,Third,2013,Marin Cilic,0.5,13,5,0.75,0.41,141.0,0.37,0.41,146,67.0,0
480,Third,2013,Blaz Kavcic,0.68,1,4,0.42,0.58,149.0,0.2,0.28,54,23.0,0
481,Third,2013,Ivan Dodig,0.54,9,3,0.67,0.47,145.0,0.4,0.29,99,47.0,0
482,Third,2013,Juan Martin Del Potro,0.67,13,3,0.74,0.51,152.0,0.29,0.33,151,35.0,0
